FrameMillis,Value,EmotionRange
1064,0.10972563,<0.2
1065,0.13922545,<0.2
1066,0.1389712,<0.2
1067,0.15472607,<0.2
1068,0.1356462,<0.2
1069,0.12103579,<0.2
1070,0.10130381,<0.2
1071,0.04292938,<0.2
1072,0.13576135,<0.2
1073,0.23366486,>=0.2
1074,0.105425745,<0.2
1075,0.2385366,>=0.2
1076,0.23800872,>=0.2
1077,0.097647436,<0.2
1078,0.08347614,<0.2
1079,0.089108005,<0.2
1080,0.095004074,<0.2
1081,0.14415288,<0.2
1082,0.16461712,<0.2
1083,0.162052,<0.2
1084,0.0577872,<0.2
1085,0.0768504,<0.2
1086,0.06699937,<0.2
1087,0.02644842,<0.2
1088,0.01680566,<0.2
1089,0.055235714,<0.2
1090,0.038912885,<0.2
1091,0.023319377,<0.2
1092,0.0431631,<0.2
1093,0.037337225,<0.2
1094,0.077275895,<0.2
1095,0.047868866,<0.2
1096,0.07618469,<0.2
1097,0.06456739,<0.2
1098,0.014934985,<0.2
1099,0.020098144,<0.2
